   7.0020000e+03	   1.4869234e+02	  -1.7046345e+03	  -1.2771811e+04	   7.3579444e+01	
   7.0020000e+03	   1.4869296e+02	  -1.6804918e+03	  -1.2767578e+04	   6.4116838e+01	
   7.0020000e+03	   1.4869358e+02	  -1.6829849e+03	  -1.2770437e+04	   5.1493328e+01	
   7.0020000e+03	   1.4869478e+02	  -1.6835149e+03	  -1.2755251e+04	   2.2010838e+01	
   7.0020000e+03	   1.4869540e+02	  -1.6924717e+03	  -1.2739572e+04	   6.8141262e+00	
   7.0020000e+03	   1.4869601e+02	  -1.6901155e+03	  -1.2762126e+04	   1.4890030e+01	
   7.0020000e+03	   1.4869840e+02	  -1.6749799e+03	  -1.2767154e+04	   1.4862886e+01	
   7.0020000e+03	   1.4870197e+02	  -1.7049017e+03	  -1.2787467e+04	   1.7324069e+01	
   7.0020000e+03	   1.4870495e+02	  -1.7001819e+03	  -1.2771775e+04	   7.1716358e+00	
   7.0020000e+03	   1.4870970e+02	  -1.6801389e+03	  -1.2791228e+04	   3.3859117e+01	
   7.0020000e+03	   1.4871150e+02	  -1.6695224e+03	  -1.2763015e+04	   1.5295992e+01	
   7.0020000e+03	   1.4871211e+02	  -1.6741577e+03	  -1.2757409e+04	   3.7168282e+00	
   7.0020000e+03	   1.4871273e+02	  -1.6790097e+03	  -1.2754557e+04	   3.7114339e+00	
   7.0020000e+03	   1.4872046e+02	  -1.6851470e+03	  -1.2770471e+04	   1.5362559e+01	
   7.0020000e+03	   1.4872521e+02	  -1.6922045e+03	  -1.2768537e+04	   2.1241809e+01	
   7.0020000e+03	   1.4872759e+02	  -1.6753649e+03	  -1.2772419e+04	   9.0500012e+00	
   7.0020000e+03	   1.4872880e+02	  -1.6822456e+03	  -1.2787957e+04	  -8.3404507e+00	
   7.0020000e+03	   1.4872942e+02	  -1.6767128e+03	  -1.2773104e+04	  -1.1653268e+01	
   7.0020000e+03	   1.4873299e+02	  -1.6708208e+03	  -1.2779174e+04	  -7.4552103e+00	
   1.3080000e+04	   3.4445924e+02	  -2.7526123e+03	  -1.2683791e+04	   9.9605674e+01	
   1.3080000e+04	   3.4445986e+02	  -2.7374496e+03	  -1.2677483e+04	   7.4221376e+01	
   1.3080000e+04	   3.4446047e+02	  -2.7519927e+03	  -1.2685627e+04	   7.2480953e+01	
   1.3080000e+04	   3.4446583e+02	  -2.7318872e+03	  -1.2676329e+04	   8.5454270e+01	
   1.3080000e+04	   3.4446763e+02	  -2.7442906e+03	  -1.2682268e+04	   7.5305319e+01	
   1.3080000e+04	   3.4447179e+02	  -2.7469736e+03	  -1.2687898e+04	   6.2999963e+01	
   1.3080000e+04	   3.4447595e+02	  -2.7502746e+03	  -1.2683946e+04	   8.4942674e+01	
   1.3080000e+04	   3.4448486e+02	  -2.7324196e+03	  -1.2691697e+04	   7.1944876e+01	
   1.3080000e+04	   3.4448784e+02	  -2.7397818e+03	  -1.2673358e+04	   7.1901232e+01	
   1.3080000e+04	   3.4449082e+02	  -2.7607498e+03	  -1.2679139e+04	   7.1900790e+01	
   1.3080000e+04	   3.4449380e+02	  -2.7556205e+03	  -1.2693940e+04	   5.5056405e+01	
   1.3080000e+04	   3.4449737e+02	  -2.7471320e+03	  -1.2697967e+04	   6.5013578e+01	
   1.3080000e+04	   3.4449975e+02	  -2.7617177e+03	  -1.2690961e+04	   5.4959799e+01	
   1.3080000e+04	   3.4450155e+02	  -2.7616324e+03	  -1.2679001e+04	   4.4949751e+01	
   1.3080000e+04	   3.4450335e+02	  -2.7779364e+03	  -1.2691374e+04	   3.2950463e+01	
   1.3080000e+04	   3.4450930e+02	  -2.7823657e+03	  -1.2686885e+04	   2.8754895e+01	
   1.3080000e+04	   3.4451169e+02	  -2.7723426e+03	  -1.2682527e+04	   1.6957838e+01	
   1.3080000e+04	   3.4451467e+02	  -2.7730533e+03	  -1.2683601e+04	   2.3821482e+01	
   1.3080000e+04	   3.4451945e+02	  -2.7720673e+03	  -1.2693388e+04	   1.3702674e+01	
   1.3080000e+04	   3.4452065e+02	  -2.7869533e+03	  -1.2688369e+04	  -5.4903738e+00	
   1.3080000e+04	   3.4452422e+02	  -2.7756928e+03	  -1.2695062e+04	   4.5567993e+00	
   1.3080000e+04	   3.4452720e+02	  -2.7595231e+03	  -1.2696949e+04	  -2.7953723e-01	
   1.3080000e+04	   3.4452900e+02	  -2.7746935e+03	  -1.2702315e+04	   9.7818666e+00	
